Attribute1,Attribute2,Attribute3,Attribute4,Attribute5,Attribute6,Attribute7,Attribute8,Attribute9,Attribute10,Attribute11,Attribute12,Attribute13,Attribute14,Attribute15,Attribute16,Attribute17,Attribute18,Attribute19,Attribute20,Attribute21
2015-08-10,5,3.9,12.0,0.2,,,N,NNW,33.0,33.0,89.0,81.0,1010.7,1007.9,5.0,8.0,6.2,10.1,No,Yes
2015-08-21,5,6.7,14.4,0.0,,,NNE,N,37.0,39.0,74.0,68.0,1017.2,1014.0,8.0,5.0,9.5,12.0,No,No
2015-08-29,5,-0.2,8.3,2.2,,,SSW,SSW,20.0,20.0,74.0,93.0,1027.6,1026.0,2.0,8.0,4.7,7.4,Yes,No
2015-08-30,5,4.7,9.4,0.8,,,S,S,24.0,17.0,99.0,73.0,1025.8,1023.6,8.0,8.0,5.7,8.5,No,No
2015-09-15,5,7.0,12.4,13.8,,,WSW,SW,28.0,22.0,98.0,61.0,1015.4,1017.0,8.0,8.0,8.7,10.9,Yes,No
2015-09-21,5,7.5,12.6,0.0,,,W,WSW,22.0,26.0,83.0,69.0,1016.9,1018.9,8.0,8.0,11.2,9.8,No,No
2015-09-30,5,5.8,13.7,0.0,,,S,S,19.0,11.0,80.0,60.0,1024.6,1022.7,8.0,8.0,10.0,12.2,No,No
2015-10-01,5,-0.5,18.8,0.0,,,NNW,W,15.0,24.0,67.0,44.0,1027.7,1027.0,,,11.8,18.0,No,No
2015-10-06,5,15.2,29.6,0.0,,,N,WNW,31.0,57.0,32.0,18.0,1014.6,1014.6,,,18.6,28.4,No,No
2015-10-09,5,9.6,26.8,0.2,,,NNE,WNW,19.0,6.0,69.0,40.0,1031.0,1028.5,5.0,8.0,17.2,25.8,No,No
2015-11-02,5,9.3,16.3,0.0,,,S,SSE,13.0,26.0,100.0,89.0,1012.5,1014.4,7.0,8.0,11.8,12.5,No,No
2015-11-08,5,4.9,26.7,0.0,,,SE,SSW,13.0,15.0,28.0,14.0,1021.3,1019.9,,,16.1,26.0,No,No
2015-12-05,5,14.0,33.5,0.0,,,N,SE,20.0,26.0,25.0,27.0,1020.0,1017.3,5.0,4.0,26.5,30.5,No,No
2015-12-12,5,4.3,18.7,1.2,,,SSW,SW,17.0,13.0,66.0,39.0,1018.0,1017.4,5.0,5.0,10.1,16.1,Yes,No
2015-12-13,5,5.6,25.9,0.0,,,N,WNW,26.0,24.0,40.0,16.0,1016.0,1013.4,,8.0,17.7,24.0,No,No
2015-12-15,5,14.2,30.7,0.0,,,SE,SSE,20.0,24.0,31.0,23.0,1014.9,1014.3,8.0,6.0,19.9,27.7,No,No
2015-12-17,5,11.1,34.8,0.0,,,NNE,WSW,37.0,20.0,43.0,15.0,1014.4,1012.6,,,23.0,32.9,No,No
2015-12-19,5,19.8,40.6,0.0,,,N,NNW,33.0,48.0,21.0,11.0,1009.0,1005.0,2.0,6.0,31.6,39.2,No,No
2015-12-27,5,5.0,19.6,0.2,,,S,S,24.0,22.0,62.0,42.0,1022.4,1022.8,1.0,7.0,12.1,17.1,No,No
2016-01-23,5,13.5,22.5,7.4,,,SSW,SW,13.0,24.0,98.0,57.0,1012.6,1013.3,8.0,6.0,14.5,20.0,Yes,No
2016-02-03,5,14.7,21.1,2.4,,,S,S,15.0,31.0,100.0,62.0,1007.6,1010.3,7.0,8.0,15.2,19.2,Yes,No
2016-02-04,5,12.2,22.7,0.6,,,SSE,SE,37.0,31.0,72.0,45.0,1017.5,1017.8,7.0,1.0,14.0,21.4,No,No
2016-02-11,5,13.4,27.5,0.0,,,SE,S,31.0,20.0,74.0,32.0,1015.7,1014.1,1.0,,16.3,26.1,No,No
2016-02-28,5,12.3,24.0,0.0,,,S,S,26.0,22.0,72.0,36.0,1020.7,1019.4,8.0,,14.6,22.9,No,No
2016-03-04,5,13.7,35.8,0.0,,,NNE,NW,28.0,20.0,50.0,23.0,1017.8,1015.0,1.0,1.0,23.6,34.3,No,No
2016-03-18,5,11.1,15.9,22.0,,,WSW,SW,24.0,35.0,99.0,64.0,997.9,1003.8,8.0,7.0,11.7,14.1,Yes,Yes
2016-03-19,5,8.2,14.6,4.4,,,SSW,S,13.0,24.0,100.0,65.0,1014.5,1016.8,8.0,8.0,9.9,13.4,Yes,No
2016-03-31,5,7.5,20.3,0.0,,,SW,WSW,9.0,9.0,98.0,58.0,1019.8,1017.8,8.0,6.0,12.2,18.6,No,No
2016-04-03,5,4.4,18.2,0.0,,,S,S,24.0,22.0,71.0,43.0,1026.7,1024.3,,,11.6,17.6,No,No
2016-04-10,5,9.1,20.0,0.0,,,W,W,17.0,33.0,76.0,52.0,1020.7,1018.8,8.0,3.0,14.2,18.7,No,No
2016-05-07,5,11.6,22.6,0.0,,,NNE,N,30.0,31.0,57.0,41.0,1017.9,1015.9,7.0,5.0,15.2,20.8,No,No
2016-05-12,5,8.7,17.0,2.8,,,WNW,NW,24.0,30.0,100.0,74.0,1015.0,1014.2,8.0,7.0,12.7,15.9,Yes,No
2016-06-04,5,7.5,13.1,5.2,,,SE,SE,13.0,17.0,100.0,95.0,1016.8,1012.3,8.0,8.0,10.0,12.4,Yes,Yes
2016-06-20,5,7.9,11.8,2.6,,,SSE,S,30.0,22.0,100.0,96.0,1006.8,1005.0,8.0,8.0,9.7,11.5,Yes,No
2016-06-22,5,6.1,12.1,1.8,,,WNW,WNW,20.0,24.0,95.0,71.0,1004.7,1005.6,5.0,8.0,7.5,11.1,Yes,No
2016-07-04,5,6.4,8.1,0.0,,,N,N,24.0,26.0,100.0,98.0,1016.9,1013.0,8.0,7.0,6.5,7.6,No,Yes
2016-07-06,5,6.0,9.7,10.8,,,S,S,31.0,28.0,100.0,100.0,1018.6,1020.0,8.0,8.0,8.3,9.3,Yes,Yes
2016-07-20,5,6.6,13.7,2.4,,,SSE,SE,13.0,13.0,100.0,71.0,1023.2,1021.5,7.0,4.0,8.6,13.5,Yes,No
2016-08-04,5,3.5,11.3,1.4,,,SE,ESE,11.0,24.0,99.0,62.0,1030.5,1029.6,5.0,1.0,6.2,10.7,Yes,No
2016-09-02,5,6.8,12.3,0.0,,,SE,SE,26.0,22.0,98.0,77.0,1013.1,1007.7,8.0,4.0,9.0,11.9,No,No
2016-09-07,5,6.6,16.3,0.0,,,NNE,NNE,22.0,28.0,88.0,69.0,1029.1,1025.7,5.0,4.0,12.1,15.5,No,No
2016-09-10,5,7.0,12.0,15.4,,,SSW,WSW,22.0,17.0,93.0,77.0,1017.5,1017.0,8.0,8.0,7.9,11.2,Yes,No
2016-09-20,5,3.7,14.9,0.0,,,N,NNE,39.0,31.0,87.0,67.0,1014.2,1011.4,,8.0,9.6,13.6,No,No
2016-09-25,5,4.0,12.0,4.6,,,WSW,WSW,22.0,19.0,87.0,62.0,1012.0,1011.7,1.0,7.0,8.1,11.3,Yes,No
2016-09-28,5,3.2,14.3,0.0,,,NNE,NE,24.0,41.0,98.0,69.0,1012.0,1002.5,1.0,8.0,9.8,13.1,No,Yes
2016-10-03,5,6.4,10.9,38.0,,,NNW,NW,30.0,43.0,99.0,78.0,995.1,994.8,8.0,8.0,6.9,10.6,Yes,Yes
2016-10-19,5,1.5,,5.0,,,WNW,NNW,15.0,13.0,98.0,55.0,1019.6,1019.7,1.0,8.0,6.6,10.8,Yes,Yes
2016-10-23,5,2.2,11.0,2.2,,,SSE,S,22.0,20.0,91.0,63.0,1025.8,1025.0,5.0,8.0,6.8,10.1,Yes,No
2016-10-27,5,5.9,14.3,0.2,,,S,S,26.0,17.0,96.0,53.0,1020.4,1019.7,3.0,1.0,8.1,13.5,No,No
2016-10-28,5,3.7,17.8,0.0,,,SE,SE,13.0,9.0,67.0,36.0,1019.1,1017.6,6.0,,10.6,17.0,No,No
2016-10-31,5,1.1,13.4,1.4,,,WNW,W,26.0,26.0,84.0,60.0,1012.7,1013.0,8.0,8.0,7.0,12.2,Yes,Yes
2016-11-04,5,5.4,23.4,0.2,,,N,NW,28.0,39.0,74.0,35.0,1011.9,1006.5,,,14.1,22.9,No,No
2016-11-06,5,6.8,19.1,0.0,,,WSW,WNW,20.0,20.0,90.0,60.0,1011.9,1010.6,8.0,2.0,10.0,16.6,No,No
2016-11-19,5,6.6,23.7,0.0,,,SE,S,24.0,9.0,77.0,46.0,1019.3,1018.5,,,11.9,22.3,No,No
2016-11-29,5,8.2,24.6,0.0,,,S,W,9.0,13.0,77.0,35.0,1012.7,1010.6,7.0,,14.0,23.3,No,No
2016-12-03,5,7.1,25.1,0.0,,,SE,WNW,19.0,7.0,66.0,21.0,1014.8,1013.5,,,13.3,22.8,No,No
2016-12-11,5,9.3,21.7,0.0,,,ESE,SE,17.0,13.0,72.0,45.0,1023.1,1021.2,4.0,,12.9,19.5,No,No
2016-12-12,5,6.3,30.1,0.0,,,N,NW,19.0,26.0,56.0,25.0,1019.2,1016.4,,,19.3,28.1,No,No
2016-12-19,5,3.3,27.9,0.0,,,NNE,N,30.0,37.0,44.0,20.0,1014.6,1009.1,,,16.5,24.8,No,No
2016-12-27,5,14.3,26.3,3.8,,,NNE,NE,20.0,24.0,98.0,86.0,1011.5,1009.9,8.0,8.0,20.0,22.6,Yes,Yes
2017-01-03,5,10.2,23.5,0.0,,,SE,SE,31.0,26.0,86.0,37.0,1020.3,1017.8,8.0,,12.4,22.7,No,No
2017-01-06,5,16.4,34.2,0.0,,,N,ENE,30.0,9.0,43.0,27.0,1015.6,1013.6,1.0,4.0,26.0,31.4,No,No
2017-01-20,5,12.6,16.3,22.2,,,WSW,SSW,31.0,28.0,100.0,77.0,996.7,1002.8,8.0,8.0,15.1,14.8,Yes,No
2017-02-01,5,9.7,18.4,0.0,,,ESE,W,11.0,17.0,78.0,43.0,1014.1,1013.4,7.0,6.0,13.6,17.2,No,No
2017-02-08,5,12.1,33.0,0.0,,,NNE,NNE,28.0,39.0,77.0,40.0,1018.5,1014.4,,,21.4,30.8,No,No
2017-02-11,5,15.9,28.1,0.0,,,WSW,SSW,17.0,20.0,79.0,37.0,1009.5,1008.0,,,20.7,26.8,No,No
2017-02-16,5,13.9,27.3,0.0,,,ESE,W,15.0,15.0,91.0,47.0,1010.4,1007.9,4.0,,16.0,24.5,No,No
2017-02-18,5,8.3,17.9,0.0,,,WSW,SW,17.0,20.0,75.0,37.0,1010.4,1010.0,4.0,8.0,10.9,16.6,No,No
2017-02-27,5,12.6,29.6,0.0,,,NNE,NNE,28.0,17.0,53.0,27.0,1022.8,1021.1,,,20.5,28.4,No,No
2017-03-09,5,11.8,30.7,0.0,,,NNE,SE,28.0,6.0,40.0,22.0,1017.9,1016.3,,,20.8,29.3,No,No
2017-03-17,5,9.3,21.3,0.0,,,SSE,ESE,37.0,37.0,74.0,35.0,1021.7,1022.8,,,12.2,19.9,No,No
2017-04-17,5,7.5,18.5,0.2,,,ESE,S,19.0,17.0,99.0,78.0,1022.6,1021.6,,7.0,12.9,15.8,No,No
2017-04-19,5,6.9,23.5,0.4,,,NNE,N,11.0,26.0,70.0,38.0,1028.0,1025.1,1.0,7.0,16.7,22.9,No,No
2017-04-21,5,14.5,18.4,7.8,,,NNW,N,20.0,26.0,,96.0,1020.2,1019.4,8.0,8.0,15.5,17.3,Yes,No
2017-06-03,5,-0.8,13.4,0.0,,,E,ENE,2.0,9.0,100.0,65.0,1034.5,1031.6,,6.0,6.9,12.2,No,No
2017-06-16,5,3.8,13.9,0.2,,,ENE,NNW,6.0,11.0,100.0,82.0,1026.7,1024.6,8.0,5.0,6.8,12.3,No,No
2017-06-21,5,4.9,11.2,0.4,,,SSW,SSE,4.0,15.0,100.0,96.0,1029.3,1028.4,8.0,8.0,7.9,10.2,No,No
2008-12-03,6,10.8,23.7,0.0,6.2,,SW,W,17.0,24.0,49.0,23.0,1009.4,1010.7,5.0,3.0,17.1,21.8,No,No
2008-12-09,6,9.7,22.0,0.0,6.6,,SSE,WSW,7.0,17.0,44.0,42.0,1007.0,1006.2,7.0,8.0,16.5,18.9,No,Yes
2008-12-20,6,6.3,24.4,0.0,6.2,,SE,SE,22.0,11.0,51.0,24.0,1019.9,1017.3,1.0,1.0,14.8,23.0,No,No
2008-12-29,6,11.9,24.1,0.0,9.2,,SSW,SW,22.0,24.0,49.0,25.0,1008.3,1007.0,3.0,5.0,15.8,23.2,No,No
2008-12-31,6,8.7,24.5,0.8,8.4,,SW,W,17.0,17.0,51.0,25.0,1006.7,1004.5,7.0,1.0,15.3,22.6,No,No
2009-01-08,6,10.6,23.4,0.0,9.6,,SSW,SSW,20.0,26.0,40.0,24.0,1016.5,1015.7,1.0,1.0,14.9,21.9,No,No
2009-01-22,6,20.5,35.2,0.0,11.6,,N,WNW,28.0,43.0,67.0,11.0,1000.4,995.9,6.0,3.0,26.1,34.9,No,No
2009-01-27,6,12.6,38.3,0.0,8.0,,ESE,WSW,9.0,15.0,51.0,9.0,1017.2,1013.7,1.0,1.0,21.9,36.7,No,No
2009-01-30,6,22.0,43.2,0.0,12.0,,ENE,SW,11.0,11.0,28.0,9.0,1013.3,1009.7,0.0,1.0,31.5,41.7,No,No
2009-02-02,6,22.1,35.5,0.0,8.2,,ESE,NNW,13.0,7.0,51.0,32.0,1011.2,1008.8,4.0,7.0,25.0,32.1,No,No
2009-02-07,6,21.2,45.4,0.0,10.0,,NE,NNW,6.0,37.0,30.0,6.0,1005.2,1001.0,1.0,1.0,30.2,44.4,No,No
2009-02-14,6,10.8,30.1,0.0,6.2,,ESE,WNW,2.0,15.0,42.0,20.0,1022.6,1017.7,0.0,1.0,19.2,27.8,No,No
2009-02-21,6,12.2,26.7,0.0,7.0,,S,SSE,24.0,31.0,56.0,31.0,1015.6,1014.3,2.0,1.0,18.8,24.9,No,No
2009-03-14,6,15.7,21.0,0.2,3.4,,NNE,NW,17.0,13.0,78.0,80.0,1009.7,1007.5,7.0,7.0,19.2,20.3,No,Yes
2009-03-20,6,14.2,32.7,0.0,12.0,,SSE,NNW,15.0,26.0,54.0,15.0,1015.1,1012.7,2.0,1.0,19.2,31.8,No,No
2009-04-11,6,12.0,25.1,0.0,3.0,,SE,N,11.0,9.0,68.0,22.0,1023.3,1020.2,2.0,2.0,17.2,24.8,No,No
2009-04-12,6,7.2,25.2,0.0,4.0,,ESE,WSW,7.0,15.0,72.0,19.0,1023.4,1020.5,0.0,1.0,15.7,24.2,No,No
2009-04-19,6,12.3,22.3,0.0,2.2,,SE,SSE,15.0,13.0,66.0,30.0,1023.6,1020.9,0.0,0.0,16.4,22.1,No,No
2009-04-22,6,4.6,23.2,0.0,2.6,,SE,N,9.0,17.0,55.0,31.0,1025.2,1021.3,0.0,3.0,14.6,22.0,No,No
2009-04-25,6,9.6,15.6,8.4,0.6,,NNW,NNW,17.0,22.0,94.0,79.0,1002.7,996.2,8.0,7.0,12.0,15.2,Yes,Yes
2009-05-27,6,2.8,15.5,0.2,2.4,,,SW,0.0,15.0,87.0,50.0,1022.9,1021.2,1.0,3.0,9.2,14.3,No,No
2009-06-05,6,4.0,16.1,0.2,0.8,,SSE,,4.0,,95.0,61.0,1017.9,1015.4,2.0,5.0,6.5,14.0,No,No
2009-06-16,6,2.4,15.7,0.2,0.4,,SSE,ENE,17.0,2.0,84.0,51.0,1022.7,1022.7,1.0,1.0,8.5,15.3,No,No
2009-06-17,6,-0.1,14.6,0.2,1.0,,,NW,0.0,2.0,95.0,58.0,1029.1,1027.7,1.0,3.0,5.5,14.1,No,No
2009-06-19,6,3.6,14.4,0.2,0.6,,SSE,NE,9.0,17.0,88.0,64.0,1029.5,1026.1,3.0,4.0,6.8,13.6,No,No
2009-06-23,6,5.7,12.6,0.4,0.8,,E,N,11.0,11.0,95.0,88.0,1017.6,1014.9,7.0,8.0,10.3,12.3,No,Yes
2009-07-01,6,7.4,13.1,6.6,1.8,,NNW,NW,24.0,31.0,88.0,69.0,1002.4,1001.7,8.0,5.0,9.0,12.0,Yes,Yes
2009-07-05,6,3.2,12.1,0.0,1.2,,W,SW,13.0,13.0,78.0,59.0,1022.3,1021.2,1.0,7.0,6.4,11.2,No,No
2009-07-07,6,-1.8,12.8,0.0,1.0,,SSE,SSW,7.0,4.0,90.0,49.0,1025.7,1024.3,0.0,0.0,4.0,11.9,No,No
2009-07-09,6,1.9,13.9,0.0,2.0,,SE,ENE,7.0,15.0,82.0,59.0,1030.5,1027.1,5.0,1.0,6.7,13.3,No,No
2009-07-11,6,6.1,10.6,6.2,0.8,,NNE,NE,22.0,20.0,87.0,92.0,1015.6,1010.9,8.0,8.0,9.4,9.6,Yes,Yes
2009-08-01,6,7.6,13.9,0.0,0.6,,WNW,WNW,13.0,22.0,94.0,67.0,1026.2,1024.6,8.0,6.0,7.9,12.9,No,No
2009-08-08,6,-3.4,13.2,0.0,1.6,,,NW,0.0,13.0,,46.0,1026.0,1022.4,1.0,6.0,5.1,12.7,No,No
2009-08-10,6,2.8,11.9,0.0,1.0,,SE,E,15.0,17.0,81.0,55.0,1016.3,1012.0,8.0,8.0,7.0,11.2,No,No
2009-08-11,6,7.0,16.7,0.6,1.2,,SE,NE,15.0,6.0,67.0,50.0,1007.1,1006.7,7.0,6.0,11.6,15.2,No,Yes
2009-08-13,6,1.8,16.6,0.0,2.0,,S,NW,7.0,17.0,94.0,78.0,1015.1,1014.2,3.0,5.0,7.8,13.9,No,No
2009-08-18,6,0.5,15.4,0.2,2.6,,W,N,7.0,13.0,88.0,59.0,1028.3,1026.0,1.0,7.0,9.0,14.4,No,No
2009-08-22,6,-2.6,13.9,0.2,2.0,,NE,N,6.0,26.0,86.0,50.0,1009.9,1007.0,0.0,6.0,5.4,13.8,No,Yes
2009-09-04,6,1.4,15.2,1.4,1.0,,NW,NW,13.0,26.0,81.0,61.0,1012.9,1011.4,1.0,7.0,10.0,12.1,Yes,Yes
2009-09-18,6,0.6,18.8,4.4,1.0,,SSE,ESE,13.0,2.0,64.0,42.0,1022.6,1018.9,0.0,0.0,11.2,18.0,Yes,No
2009-09-27,6,3.5,12.8,0.4,2.0,,WSW,SW,33.0,41.0,60.0,63.0,1012.1,1012.2,4.0,6.0,9.0,10.4,No,No
2009-10-05,6,4.2,17.6,2.8,1.6,,SSW,SW,20.0,22.0,65.0,55.0,1022.4,1021.5,1.0,6.0,12.2,15.6,Yes,No
2009-10-07,6,3.8,15.1,0.0,2.8,,S,SSE,19.0,24.0,61.0,44.0,1023.1,1023.1,1.0,4.0,9.3,13.9,No,No
2009-10-12,6,11.7,20.4,0.0,3.6,,ENE,WNW,19.0,24.0,69.0,36.0,1002.2,998.7,7.0,7.0,13.1,18.9,No,Yes
2009-10-19,6,2.8,21.7,0.0,3.0,,SE,NNE,15.0,9.0,64.0,36.0,1026.9,1023.5,0.0,1.0,12.2,20.4,No,No
2009-10-25,6,9.3,16.4,0.0,4.6,,S,S,30.0,39.0,60.0,44.0,1019.3,1019.6,7.0,4.0,11.5,14.2,No,No
2009-10-26,6,7.7,20.7,0.0,5.2,,SSE,SSE,28.0,20.0,54.0,35.0,1025.4,1023.6,0.0,0.0,12.6,20.3,No,No
2009-10-27,6,6.9,24.6,0.0,5.2,,E,ESE,7.0,9.0,55.0,28.0,1027.3,1023.1,0.0,2.0,14.5,23.2,No,No
2009-11-01,6,17.2,34.7,1.4,7.6,,ENE,WSW,2.0,26.0,60.0,14.0,1019.0,1017.5,2.0,5.0,24.8,33.6,Yes,No
2009-11-13,6,10.2,33.9,0.0,7.0,,SE,E,20.0,9.0,47.0,14.0,1018.6,1015.0,1.0,2.0,20.9,32.6,No,No
2009-11-17,6,13.1,28.1,0.0,8.0,,S,SSW,20.0,11.0,55.0,23.0,1010.5,1007.3,3.0,2.0,16.8,26.8,No,No
2009-12-08,6,15.0,18.3,5.0,5.8,,W,SSE,17.0,2.0,89.0,85.0,1008.8,1008.1,8.0,8.0,15.1,14.9,Yes,Yes
2009-12-11,6,7.6,21.6,1.2,4.2,,SW,WSW,20.0,20.0,58.0,28.0,1017.5,1017.7,2.0,3.0,13.2,20.4,Yes,No
2009-12-13,6,10.2,24.7,0.0,5.6,,SSW,SSW,7.0,20.0,61.0,43.0,1019.8,1018.3,1.0,,18.0,23.7,No,No
2009-12-15,6,9.2,33.0,0.0,6.4,,SE,W,11.0,11.0,36.0,8.0,1019.6,1016.1,1.0,1.0,19.4,31.3,No,No
2009-12-29,6,13.3,33.2,0.0,9.2,,SE,SSE,24.0,17.0,43.0,17.0,1020.7,1018.7,0.0,1.0,21.1,33.0,No,No
2010-01-04,6,7.5,29.8,0.0,6.2,,SE,NE,13.0,9.0,55.0,24.0,1017.5,1014.2,1.0,2.0,16.9,27.7,No,No
2010-01-13,6,13.9,24.3,0.4,10.0,,S,S,19.0,22.0,70.0,29.0,1014.5,1014.7,8.0,3.0,15.2,23.3,No,No
2010-01-16,6,11.8,33.2,0.0,6.6,,ENE,WNW,9.0,31.0,42.0,7.0,1008.8,1005.6,1.0,4.0,24.0,31.2,No,No
2010-01-29,6,15.6,27.0,0.0,7.0,,SSE,S,26.0,26.0,58.0,26.0,1012.7,1012.6,1.0,0.0,19.1,25.8,No,No
2010-02-02,6,18.8,32.4,0.0,6.2,,ENE,ENE,19.0,17.0,46.0,23.0,1015.3,1012.3,1.0,6.0,24.3,31.3,No,No
2010-02-23,6,10.8,24.3,0.2,8.4,,S,S,7.0,22.0,53.0,33.0,1020.1,1019.6,0.0,1.0,15.0,22.5,No,No
2010-03-01,6,10.5,23.1,0.0,5.6,,SSE,SSE,33.0,35.0,47.0,32.0,1020.9,1019.0,1.0,1.0,13.8,22.2,No,No
2010-03-09,6,13.3,19.6,5.8,3.0,,W,SW,17.0,22.0,88.0,60.0,1014.7,1016.9,5.0,6.0,15.4,17.8,Yes,No
2010-04-01,6,8.9,23.9,0.0,3.2,,SSE,WNW,7.0,6.0,84.0,43.0,1020.3,1018.4,1.0,4.0,14.5,22.9,No,No
2010-04-03,6,10.9,22.9,0.0,3.8,,SSE,E,20.0,17.0,76.0,48.0,1021.0,1019.3,1.0,4.0,13.7,21.4,No,No
2010-04-11,6,12.6,16.5,1.0,1.2,,WNW,WSW,28.0,31.0,69.0,32.0,1009.0,1011.1,5.0,2.0,14.0,15.8,No,No
2010-04-12,6,4.0,15.6,0.2,3.6,,WNW,SW,13.0,20.0,72.0,54.0,1019.3,1019.6,1.0,7.0,10.9,15.0,No,No
2010-04-19,6,14.3,25.2,0.0,2.6,,E,SE,13.0,9.0,64.0,82.0,1024.1,1021.4,7.0,7.0,18.8,20.2,No,No
2010-04-20,6,13.2,27.4,0.4,1.8,,E,N,9.0,13.0,69.0,42.0,1022.2,1018.0,1.0,5.0,19.4,26.4,No,Yes
2010-05-18,6,1.9,18.2,0.2,1.4,,,SW,0.0,11.0,86.0,28.0,1021.3,1019.6,1.0,,9.6,17.7,No,No
2010-05-21,6,3.3,16.6,0.0,2.2,,SSE,SE,17.0,6.0,82.0,50.0,1023.0,1020.7,0.0,3.0,10.3,15.5,No,No
2010-06-04,6,0.6,16.0,0.0,1.2,,,SSE,0.0,9.0,95.0,55.0,1023.9,1020.6,0.0,1.0,6.6,15.4,No,No
2010-06-08,6,6.1,12.9,0.0,0.8,,,NNW,0.0,11.0,93.0,55.0,1022.7,1018.3,1.0,7.0,8.2,11.4,No,Yes
2010-06-17,6,5.7,12.4,5.2,0.8,,NW,W,24.0,31.0,82.0,67.0,1006.4,1008.8,4.0,6.0,11.2,11.3,Yes,Yes
2010-06-23,6,6.3,14.1,0.2,0.8,,NE,NE,13.0,17.0,78.0,63.0,1035.2,1031.3,7.0,7.0,10.0,13.5,No,No
2010-07-08,6,-0.5,12.9,0.2,0.2,,SSE,ESE,11.0,6.0,88.0,52.0,1029.3,1027.0,1.0,6.0,6.1,12.5,No,No
2010-07-13,6,5.5,13.0,0.0,0.8,,ENE,NE,11.0,15.0,84.0,94.0,1012.6,1003.6,7.0,8.0,7.5,10.7,No,Yes
2010-08-04,6,7.4,11.2,0.6,,,NNW,NNW,11.0,19.0,91.0,65.0,1018.1,1015.1,8.0,8.0,8.1,10.1,No,Yes
2010-08-12,6,7.6,14.3,9.0,,,SW,SW,24.0,28.0,75.0,72.0,1010.8,1013.2,7.0,5.0,9.4,12.2,Yes,No
2010-08-15,6,8.2,14.2,9.8,,,N,WSW,15.0,17.0,97.0,87.0,1001.6,1004.3,8.0,7.0,8.2,12.3,Yes,Yes
2010-08-16,6,5.4,11.0,6.8,,,WSW,WSW,28.0,24.0,64.0,43.0,1012.9,1016.2,2.0,2.0,9.1,9.9,Yes,No
2010-08-24,6,4.6,12.0,1.8,,,NNW,N,13.0,28.0,87.0,59.0,1011.9,1005.9,7.0,8.0,7.0,11.4,Yes,Yes
2010-09-02,6,8.7,14.5,2.0,0.4,,SSE,SSE,15.0,31.0,76.0,52.0,1018.7,1019.4,5.0,2.0,10.8,12.6,Yes,No
2010-09-04,6,8.2,16.3,50.6,3.0,,N,N,20.0,35.0,99.0,75.0,998.6,992.0,8.0,5.0,16.1,16.2,Yes,Yes
2010-09-11,6,0.1,15.7,0.8,2.0,,WSW,NW,2.0,19.0,83.0,54.0,1019.5,1018.7,7.0,7.0,9.3,14.4,No,No
2010-09-12,6,8.8,15.4,0.2,2.0,,N,N,13.0,20.0,66.0,53.0,1020.9,1015.8,8.0,7.0,11.0,14.9,No,Yes
2010-11-01,6,3.4,16.1,1.2,2.6,,SSW,SW,22.0,17.0,66.0,44.0,1018.8,1016.5,1.0,5.0,10.0,14.8,Yes,No
2010-11-05,6,7.6,20.4,0.0,4.0,,SE,E,15.0,11.0,53.0,44.0,1023.3,1020.3,1.0,5.0,14.3,17.5,No,No
2010-11-18,6,9.0,20.3,0.0,5.4,,SW,SW,13.0,15.0,63.0,69.0,1015.9,1016.5,2.0,7.0,16.1,16.1,No,No
2010-11-20,6,8.5,28.1,0.0,5.6,,ESE,E,9.0,7.0,62.0,40.0,1025.1,1021.2,0.0,3.0,16.7,26.1,No,No
2010-11-29,6,11.0,21.4,0.0,4.6,,SSE,SSE,30.0,26.0,69.0,62.0,1015.1,1013.9,7.0,7.0,14.8,19.6,No,No
2010-12-16,6,10.3,22.5,1.8,3.6,,SSE,WSW,20.0,20.0,54.0,30.0,1008.6,1006.5,2.0,4.0,15.1,20.9,Yes,No
2011-01-04,6,7.6,28.1,0.0,,,SE,SSW,17.0,11.0,53.0,18.0,1012.3,1008.6,1.0,2.0,15.7,26.4,No,No
2011-01-12,6,19.1,27.4,40.8,,,NE,N,26.0,20.0,93.0,88.0,1003.3,1003.1,8.0,7.0,21.4,24.6,Yes,Yes
2011-01-22,6,15.8,33.1,0.0,,,SE,NNW,20.0,6.0,67.0,38.0,1012.5,1010.3,1.0,2.0,20.1,31.0,No,No
2011-01-24,6,17.0,24.8,0.0,,,SSW,SW,15.0,19.0,62.0,41.0,1004.3,1004.5,8.0,3.0,17.0,23.1,No,No
2011-02-20,6,13.6,22.0,0.4,4.4,,WSW,SSW,17.0,22.0,79.0,59.0,1010.1,1012.1,1.0,3.0,17.3,19.6,No,No
2011-02-23,6,11.1,27.2,0.0,4.0,,SE,,17.0,0.0,67.0,43.0,1024.2,1021.3,1.0,1.0,15.3,25.1,No,No
2011-02-25,6,17.0,30.6,0.0,4.8,,SSE,NW,11.0,4.0,58.0,33.0,1014.1,1011.6,2.0,6.0,21.4,29.4,No,No
2011-03-09,6,14.8,20.0,1.0,,,N,N,13.0,13.0,98.0,94.0,1013.1,1011.9,8.0,8.0,18.1,19.7,No,Yes
2011-03-10,6,15.7,23.4,12.4,,,SSE,SSE,24.0,17.0,86.0,65.0,1012.7,1012.3,7.0,5.0,16.4,22.6,Yes,No
2011-03-14,6,12.9,23.8,6.6,,,SSE,SE,22.0,17.0,72.0,50.0,1023.1,1020.8,1.0,2.0,14.9,22.9,Yes,No
